CustomerID,TotalOrders,TotalRevenue,AverageRevenue
29449,7,2492227.8253,356032.546471429
31274,10,2066946.044,206694.6044
32060,6,1518810.6636,253135.1106
40313,6,1691251.5622,281875.260366667
44600,5,1414212.6685,282842.5337
45563,6,1949222.6931,324870.44885
46882,5,1524866.5882,304973.31764
50598,10,3028589.5712,302858.95712
50813,5,1157738.0765,231547.6153
52478,4,1086228.2558,271557.06395
52523,6,1719618.5234,286603.087233333
53992,9,1918084.6177,213120.513077778
54862,5,723599.2752,144719.85504
57692,7,2018394.9488,288342.135542857
58548,4,1383797.8272,345949.4568
59298,6,1034358.3346,172393.055766667
59568,5,913105.0251,182621.00502
59943,10,1765919.3758,176591.93758
62991,12,3781437.2358,315119.76965
63879,6,2109244.6906,351540.781766667
64115,14,2182922.0388,155923.002771429
64328,8,2015104.4501,251888.0562625
64725,7,1690905.481,241557.925857143
64841,4,1023037.5047,255759.376175
66147,5,1427267.9324,285453.58648
68892,8,1532827.7708,191603.47135
72861,10,2595981.7568,259598.17568
73011,6,856324.1351,142720.689183333
74592,5,2473858.6338,494771.72676
77012,8,1721572.3888,215196.5486
78489,6,2774373.4325,462395.572083333
80706,7,2828868.8357,404124.119385714
80949,5,1184029.6836,236805.93672
81939,14,3087646.9494,220546.210671429
82671,4,1843283.0984,460820.7746
89686,5,1717679.1253,343535.82506
89826,4,1381345.5112,345336.3778
96656,9,1730644.0936,192293.788177778
99321,5,780230.9896,156046.19792
11301,7,1593910.8076,227701.543942857
11853,6,825623.1776,137603.862933333
11965,7,2078394.9074,296913.5582
12976,8,1659344.0388,207418.00485
19055,4,1640361.8498,410090.46245
21540,11,2342583.3188,212962.119890909
24247,11,3144633.4083,285875.764390909
30826,5,446548.6738,89309.73476
32171,8,3334116.0991,416764.5123875
35170,8,1811880.1405,226485.0175625
35443,8,1562222.1705,195277.7713125
41103,5,1720861.157,344172.2314
42995,4,1508720.9192,377180.2298
49622,8,2395039.0805,299379.8850625
50416,5,555261.1492,111052.22984
52302,4,1361819.3028,340454.8257
57388,10,2868033.8074,286803.38074
57449,6,839684.2051,139947.367516667
64088,7,2026815.0054,289545.000771429
65771,4,949837.938,237459.4845
66438,2,252495.0888,126247.5444
68680,5,1468790.1215,293758.0243
69281,9,2079735.4031,231081.711455556
69651,4,1650673.712,412668.428
71435,6,1092078.9066,182013.1511
72850,8,2158024.2581,269753.0322625
74061,5,1398005.2634,279601.05268
77285,9,2955406.22,328378.468888889
77895,5,730597.0252,146119.40504
80260,8,1967953.4561,245994.1820125
81119,6,3181883.9632,530313.993866667
83114,8,3504564.2714,438070.533925
83442,9,2259357.7263,251039.747366667
88918,7,1598246.7519,228320.964557143
89421,6,700176.4362,116696.0727
91062,7,1827731.2762,261104.468028571
91719,8,1785624.5648,223203.0706
93048,5,1437006.7672,287401.35344
94736,3,1157485.2322,385828.410733333
98352,4,498015.8696,124503.9674
11647,9,3022009.4534,335778.828155556
12523,9,2850008.346,316667.594
16149,6,2139555.9622,356592.660366667
16301,6,1604053.2192,267342.2032
17670,13,2929731.0155,225363.924269231
21133,9,3305565.0518,367285.005755556
23798,7,1947807.1437,278258.163385714
23973,9,2818040.1866,313115.576288889
28425,7,2102772.9698,300396.138542857
29635,4,810164.398,202541.0995
32969,4,900730.1184,225182.5296
33993,5,1769019.0696,353803.81392
34114,7,1721125.6046,245875.086371429
36853,4,1022101.8939,255525.473475
39154,6,2095471.5786,349245.2631
46911,7,1262916.2179,180416.602557143
48030,10,2350752.9914,235075.29914
48304,4,2449295.2498,612323.81245
58441,9,2072934.8867,230326.098522222
59050,3,1228357.4884,409452.496133333
59057,2,774561.5832,387280.7916
65789,4,753993.5048,188498.3762
66559,5,3145401.7458,629080.34916
67357,4,872783.1492,218195.7873
70220,7,1744244.7947,249177.827814286
70330,6,1166692.7794,194448.796566667
70675,6,2081942.1703,346990.361716667
80096,6,1427112.8338,237852.138966667
82160,3,717726.7332,239242.2444
84142,4,205505.0925,51376.273125
86689,4,921557.4127,230389.353175
87324,3,1068138.8004,356046.2668
89194,3,1445567.781,481855.927
91041,8,2126197.506,265774.68825
92513,3,353564.6342,117854.878066667
94356,4,404895.0328,101223.7582
94555,6,2138441.9382,356406.9897
95345,8,1989564.7907,248695.5988375
10946,5,1206855.8424,241371.16848
11414,7,2928517.1963,418359.599471429
11905,5,1532917.8725,306583.5745
14238,7,1034535.4728,147790.781828571
14459,4,435217.0858,108804.27145
14738,7,2253589.5909,321941.370128571
16442,10,2743964.0438,274396.40438
16630,7,1878901.6562,268414.522314286
18399,7,1598438.1845,228348.312071429
19967,6,2163177.1389,360529.52315
20026,3,1496264.146,498754.715333333
23360,5,812488.4571,162497.69142
27313,5,1133455.0654,226691.01308
27906,7,2158182.1292,308311.732742857
28704,3,1286092.1404,428697.380133333
29261,4,1983413.2175,495853.304375
30861,5,820752.2802,164150.45604
33216,8,2493030.8068,311628.85085
35064,9,2524496.4,280499.6
39375,4,877737.55,219434.3875
39726,3,1927123.132,642374.377333333
40212,6,1461029.0254,243504.837566667
40783,7,1348706.9599,192672.422842857
41361,7,1774961.3013,253565.900185714
41761,4,851657.7453,212914.436325
44904,7,1662591.9491,237513.135585714
45082,7,1272871.6489,181838.806985714
48970,6,1210418.1398,201736.356633333
50453,8,1873099.9819,234137.4977375
52891,6,2171903.5017,361983.91695
57323,10,2699692.5002,269969.25002
58280,6,1124387.6396,187397.939933333
58984,6,1288436.7999,214739.46665
67382,3,1369665.8515,456555.283833333
68535,9,1648890.6882,183210.076466667
70297,4,1618788.6979,404697.174475
73379,5,392968.3408,78593.66816
73663,4,1321910.7876,330477.6969
73996,9,2630473.1731,292274.797011111
74104,11,3338071.182,303461.016545455
79168,5,548420.451,109684.0902
81044,9,2046084.3137,227342.701522222
82118,5,760690.31,152138.062
83841,10,2177358.6667,217735.86667
87292,7,1710431.4004,244347.342914286
88721,2,354570.8544,177285.4272
90420,8,1457561.2563,182195.1570375
91102,5,922971.56,184594.312
93782,9,2666261.5758,296251.2862
97265,6,1144774.147,190795.691166667
11492,10,3154045.5717,315404.55717
11619,9,3083227.7181,342580.857566667
13443,2,322158.2955,161079.14775
17572,6,1663560.9126,277260.1521
20733,11,2978640.6234,270785.511218182
22998,4,788924.73,197231.1825
23521,7,1758754.0656,251250.5808
25004,7,1740286.7445,248612.392071429
26200,6,1839827.2051,306637.867516667
29542,6,701706.7244,116951.120733333
30029,7,1827754.6485,261107.806928572
30209,5,1235439.2854,247087.85708
33221,4,614417.3478,153604.33695
35069,8,1466281.8268,183285.22835
40421,7,1414214.0317,202030.575957143
40748,6,1269831.4023,211638.56705
42738,5,1306119.3596,261223.87192
42832,5,770703.7718,154140.75436
44643,8,2010820.7149,251352.5893625
46737,5,1139662.7761,227932.55522
51750,6,2210303.3137,368383.885616667
54845,5,2186835.8917,437367.17834
56544,9,1426505.9717,158500.663522222
58932,5,1049203.9158,209840.78316
59713,6,1526403.6131,254400.602183333
60852,7,1180894.7295,168699.247071429
64178,7,1629146.9355,232735.2765
64759,7,1803274.0191,257610.574157143
67854,4,1349030.7483,337257.687075
68690,9,1679348.0068,186594.222977778
69785,10,2661725.4792,266172.54792
74464,6,1605523.8872,267587.314533333
75048,9,2843374.0151,315930.446122222
79608,5,1249648.7802,249929.75604
84638,12,3334862.5334,277905.211116667
86889,8,2052328.3191,256541.0398875
91717,7,3103612.5394,443373.219914286
98052,8,1557583.848,194697.981
10129,4,1990962.962,497740.7405
11968,5,1403804.3428,280760.86856
14624,2,391104.6095,195552.30475
15053,7,971409.5046,138772.786371429
15217,7,1565251.4346,223607.3478
17573,6,1141521.927,190253.6545
18872,9,2047606.2579,227511.806433333
19458,7,2210023.7697,315717.681385714
19743,6,1552795.8735,258799.31225
22017,4,1391159.7315,347789.932875
24307,7,334583.1393,47797.5913285714
25433,7,1908714.3272,272673.475314286
25739,7,1552969.6315,221852.8045
27611,5,1480215.5035,296043.1007
31655,9,1761352.9871,195705.887455556
33949,8,2650138.6021,331267.3252625
34468,5,825581.2132,165116.24264
35149,11,2743318.2938,249392.572163636
38759,8,3790651.5222,473831.440275
38854,12,3227348.4067,268945.700558333
39193,4,1258806.2397,314701.559925
40380,5,492323.3191,98464.66382
40929,8,2276874.1758,284609.271975
46971,6,1139241.2325,189873.53875
47069,5,612852.343,122570.4686
53144,8,1465918.1279,183239.7659875
53378,6,2295924.3995,382654.066583333
63394,4,875116.427,218779.10675
67104,10,1720527.802,172052.7802
69521,2,121526.153,60763.0765
71383,5,1776025.4072,355205.08144
72510,6,2141177.8172,356862.969533333
74401,6,1765831.4049,294305.23415
77363,4,417748.4693,104437.117325
80455,5,1318692.1776,263738.43552
81898,8,1972874.7514,246609.343925
82550,3,384483.6792,128161.2264
85279,6,1527369.8408,254561.640133333
85796,6,2081991.7244,346998.620733333
86156,6,2485893.546,414315.591
88816,10,3545411.7801,354541.17801
91668,6,1718096.7275,286349.454583333
92284,9,1766036.769,196226.307666667
94345,6,940229.3703,156704.89505
94723,2,588943.76,294471.88
23573,4,141226.1209,35306.530225
25832,6,1415793.0861,235965.51435
26109,9,1941859.4168,215762.157422222
27473,6,1979974.847,329995.807833333
28205,5,1198853.13,239770.626
29114,7,1015553.0005,145079.000071429
30013,6,882136.6905,147022.78175
30419,4,497238.0417,124309.510425
31517,9,2142962.6471,238106.960788889
33554,3,1166020.952,388673.650666667
35830,6,2260221.4982,376703.583033333
35905,4,783421.1461,195855.286525
39644,6,1933911.5614,322318.593566667
41237,5,1241104.4157,248220.88314
43648,6,920368.0919,153394.681983333
43848,5,2336839.8858,467367.97716
44485,7,2351200.4549,335885.779271429
45480,6,955249.8858,159208.3143
46136,13,3115299.3744,239638.413415385
46270,8,1580637.413,197579.676625
48217,3,90840.057,30280.019
49219,6,1828950.5222,304825.087033333
54335,9,2589744.3097,287749.367744445
57376,10,1666963.7067,166696.37067
58480,9,2521532.1516,280170.239066667
69136,4,957129.5545,239282.388625
75510,2,172123.3241,86061.66205
75616,10,3301840.4069,330184.04069
85704,7,1999545.4919,285649.355985714
91865,4,1026610.9865,256652.746625
93588,7,2205814.2577,315116.322528571
99372,7,1806096.82,258013.831428571
13880,8,3313940.1056,414242.5132
20032,5,1838827.0818,367765.41636
20770,12,2829419.2739,235784.939491667
21603,7,2011054.1659,287293.452271429
25010,5,1288139.1481,257627.82962
25393,4,695357.9928,173839.4982
30929,9,2163201.2853,240355.698366667
35608,4,858872.6828,214718.1707
36830,5,1867478.4709,373495.69418
37024,4,118176.795,29544.19875
40236,10,2214075.8461,221407.58461
42641,7,1830916.9866,261559.569514286
44743,5,1740227.2856,348045.45712
45424,10,2565578.7042,256557.87042
49260,9,2424412.7834,269379.198155556
51700,4,322041.3799,80510.344975
51835,6,3577421.213,596236.868833333
52423,3,394055.6936,131351.897866667
52589,9,2342035.0653,260226.118366667
54999,5,898843.8528,179768.77056
58168,7,1582259.8411,226037.120157143
58195,9,2010351.3391,223372.371011111
59325,3,188586.5129,62862.1709666667
65179,9,1749318.4866,194368.720733333
72057,2,197646.0032,98823.0016
74480,6,1095883.3954,182647.232566667
74937,5,1127530.01,225506.002
81780,6,1474086.9777,245681.16295
86362,8,1372726.6363,171590.8295375
86559,6,1733706.0534,288951.0089
87226,10,1713774.6838,171377.46838
90540,6,1316607.851,219434.641833333
94518,7,3289087.2447,469869.606385714
96923,6,2559203.911,426533.985166667
97459,2,435130.6152,217565.3076
99921,9,1315464.8994,146162.7666
12862,8,2479607.7384,309950.9673
15672,11,3038563.1308,276233.011890909
17845,5,442884.0046,88576.80092
18953,5,1551926.1226,310385.22452
23104,12,4259790.6805,354982.556708333
25994,10,3707969.0656,370796.90656
30548,10,3317790.7533,331779.07533
31221,5,1380097.2138,276019.44276
32122,4,725965.5012,181491.3753
42348,4,724023.3105,181005.827625
43358,10,1878290.6389,187829.06389
51561,4,1011066.732,252766.683
51957,8,2088450.4648,261056.3081
52245,12,3125050.4334,260420.86945
52700,6,1880047.0457,313341.174283333
53024,3,1041153.5388,347051.1796
62076,7,1498164.7942,214023.542028571
62121,7,1990258.7875,284322.683928571
65503,5,1259521.276,251904.2552
70780,4,1691459.5056,422864.8764
72758,4,1391734.0083,347933.502075
74461,4,1457264.9522,364316.23805
74775,7,984422.585,140631.797857143
74906,8,2831218.2848,353902.2856
75239,6,2511033.7106,418505.618433333
77937,2,534793.9705,267396.98525
78133,4,795114.7423,198778.685575
79480,8,2598628.9919,324828.6239875
83513,4,357116.4771,89279.119275
85673,3,442522.9497,147507.6499
87670,4,608653.4712,152163.3678
90538,7,3008627.8068,429803.9724
91044,9,2246731.3942,249636.821577778
91305,8,2186320.0737,273290.0092125
94269,7,1309801.1446,187114.449228571
94539,10,3247725.1892,324772.51892
94563,2,546220.9008,273110.4504
96003,6,1703001.218,283833.536333333
97746,4,672494.9901,168123.747525
10268,13,2344060.3333,180312.333330769
13698,4,557063.3571,139265.839275
18585,5,1460774.958,292154.9916
18787,5,854535.4758,170907.09516
21456,11,3275248.4099,297749.855445455
21897,2,1021073.4812,510536.7406
22285,3,913716.063,304572.021
23256,4,986317.3846,246579.34615
26795,5,1157385.1501,231477.03002
31096,8,2390977.3809,298872.1726125
31406,5,1328830.4574,265766.09148
32472,3,288293.8005,96097.9335
34079,7,1652534.6795,236076.382785714
40164,7,871127.5957,124446.799385714
43237,7,1671171.0212,238738.717314286
46186,6,1327472.1844,221245.364066667
47436,7,1141398.2424,163056.891771429
47648,6,1502219.7507,250369.95845
47750,5,521043.5761,104208.71522
49144,13,3880880.8682,298529.297553846
54304,6,1944228.9173,324038.152883333
54814,3,587640.4092,195880.1364
55361,3,252281.409,84093.803
58009,8,1643448.7707,205431.0963375
59748,5,1446544.2508,289308.85016
60535,2,298880.5768,149440.2884
62456,3,608265.1423,202755.047433333
64869,5,373878.7874,74775.75748
65045,6,1765173.4913,294195.581883333
66491,3,1243347.9105,414449.3035
70381,5,1593280.7294,318656.14588
71756,4,1135079.472,283769.868
71907,3,1456413.92,485471.306666667
73828,11,2155338.3296,195939.848145455
79281,8,2661963.4784,332745.4348
82829,4,1508719.692,377179.923
83324,5,1404086.7516,280817.35032
83388,5,1608884.1831,321776.83662
84549,5,1344900.3193,268980.06386
86235,9,3241828.6993,360203.188811111
88334,9,2230458.7402,247828.748911111
88437,4,961646.7377,240411.684425
90576,5,917282.4549,183456.49098
95147,8,2185147.7176,273143.4647
98558,3,1256153.2806,418717.7602
10699,8,2773997.3737,346749.6717125
12372,9,2393463.9892,265940.443244444
12690,4,1055260.4389,263815.109725
14127,6,732864.4316,122144.071933333
15182,6,1020338.4212,170056.403533333
15851,7,2647528.9457,378218.420814286
15953,7,1963394.243,280484.891857143
18639,10,1339591.0907,133959.10907
18860,9,3273481.9586,363720.217622222
19490,10,1846394.9379,184639.49379
19729,9,3501026.6917,389002.965744444
20054,3,276788.5236,92262.8412
24366,6,799623.9752,133270.662533333
25659,10,2012766.2969,201276.62969
26016,7,1348056.8795,192579.554214286
26445,4,1354546.8615,338636.715375
28435,6,1281451.6612,213575.276866667
29771,10,2991787.7034,299178.77034
31078,7,2913058.5944,416151.227771429
31714,3,828619.5352,276206.511733333
39758,9,1943981.9431,215997.993677778
39816,7,2217128.1588,316732.594114286
44822,3,488833.6083,162944.5361
45032,8,1403142.3302,175392.791275
48113,5,885921.4349,177184.28698
51682,5,1315462.9791,263092.59582
53428,2,892828.3762,446414.1881
53545,9,2329048.5422,258783.171355556
53605,4,1374414.0946,343603.52365
55971,9,2081527.1838,231280.7982
59598,6,2582378.3113,430396.385216667
61074,7,1977514.0065,282502.000928571
64044,6,1351167.91,225194.651666667
66271,6,1864365.112,310727.518666667
66454,6,1895783.687,315963.947833333
67172,7,1451414.0114,207344.858771429
67267,8,1478145.5429,184768.1928625
71403,8,2003790.9029,250473.8628625
77214,4,739569.5967,184892.399175
79621,7,1402523.8516,200360.550228571
81014,2,547423.6243,273711.81215
84350,7,1701676.4517,243096.635957143
85320,6,963709.9072,160618.317866667
85714,6,1751946.4886,291991.081433333
86160,10,2412423.932,241242.3932
91208,11,2454997.3646,223181.5786
91589,7,1797548.0816,256792.583085714
91876,7,2529773.3716,361396.195942857
99421,4,1207864.1064,301966.0266
14121,6,1691062.0095,281843.66825
15041,7,2111962.3904,301708.912914286
16152,6,2300411.2487,383401.874783333
16398,8,1779453.0344,222431.6293
18637,6,1011278.9588,168546.493133333
20971,5,2077544.6574,415508.93148
23619,3,855397.3368,285132.4456
23788,6,1474626.7918,245771.131966667
26260,9,2406433.96,267381.551111111
31239,3,867451.1879,289150.395966667
35128,10,3537216.4263,353721.64263
35492,5,2251649.8935,450329.9787
35887,4,1507661.4121,376915.353025
36092,6,1950287.0564,325047.842733333
36295,7,2129854.815,304264.973571429
36630,4,706866.5904,176716.6476
39250,6,818371.6351,136395.272516667
41298,7,902879.8341,128982.833442857
41467,6,1908085.6474,318014.274566667
42525,5,549436.1082,109887.22164
42845,6,2539073.2906,423178.881766667
47487,5,784868.7801,156973.75602
56659,2,139721.5236,69860.7618
57642,3,1097204.9913,365734.9971
57920,8,2089760.3355,261220.0419375
58592,2,139630.6914,69815.3457
60062,6,1149213.5219,191535.586983333
61977,9,1919452.2373,213272.470811111
62468,3,556474.0671,185491.3557
63514,11,2308383.8285,209853.075318182
64331,8,2132212.365,266526.545625
65220,8,1034829.0044,129353.62555
72005,9,1109917.0257,123324.113966667
73702,6,1955951.6952,325991.9492
76769,12,2192537.4893,182711.457441667
77381,6,1485192.0249,247532.00415
77680,6,1856768.5136,309461.418933333
78379,5,2171502.4906,434300.49812
78978,6,999760.1163,166626.68605
79208,5,1570093.6521,314018.73042
79344,9,2853984.7274,317109.414155556
79790,6,3185983.8755,530997.312583333
80935,5,239108.4738,47821.69476
85260,9,1617419.8046,179713.311622222
88859,8,2013073.9846,251634.248075
96332,9,1840730.727,204525.636333333
10371,3,1148269.3663,382756.455433333
17407,7,1464395.8317,209199.404528571
18101,3,822422.2689,274140.7563
18226,6,1726466.4461,287744.407683333
19512,4,1349483.6139,337370.903475
20172,3,265071.5322,88357.1774
35477,7,1331111.1627,190158.737528571
38093,5,883427.397,176685.4794
40557,6,1062150.7768,177025.129466667
40734,8,1757660.2424,219707.5303
41610,7,1501285.804,214469.400571429
41829,5,1388646.7238,277729.34476
42712,4,958566.268,239641.567
48235,6,1691814.4334,281969.072233333
48796,3,495631.9651,165210.655033333
48939,8,448268.729,56033.591125
49098,7,1128137.5392,161162.5056
51138,8,2320936.4573,290117.0571625
51681,6,1404376.9943,234062.832383333
53284,7,3369341.0852,481334.440742857
55037,8,1902965.7506,237870.718825
58218,3,723694.3286,241231.442866667
62384,9,2268332.1285,252036.903166667
65127,3,274855.8071,91618.6023666667
66114,7,1729756.6799,247108.097128571
66520,5,1389195.5412,277839.10824
71641,5,2324192.8468,464838.56936
73047,9,2047707.5326,227523.059177778
75291,7,966080.6434,138011.520485714
75887,9,1922445.7583,213605.084255556
77064,7,766941.0858,109563.012257143
82967,8,2411835.5904,301479.4488
83778,6,2699143.5235,449857.253916667
87797,5,2116330.1885,423266.0377
87902,4,939123.951,234780.98775
89289,6,2544367.4226,424061.2371
93121,5,1310010.0309,262002.00618
95108,6,1673577.8428,278929.640466667
98103,6,2158714.3374,359785.7229
99782,10,3611285.9482,361128.59482
99802,6,1302262.8289,217043.804816667
11400,6,1608525.8148,268087.6358
13207,5,1566067.5717,313213.51434
17984,6,1079688.8783,179948.146383333
18022,4,1348867.2295,337216.807375
20848,8,2142089.1788,267761.14735
22456,7,2083688.0065,297669.715214286
25536,10,2484092.8253,248409.28253
26647,6,1577356.2101,262892.701683333
27297,5,841697.7873,168339.55746
28691,4,557504.0164,139376.0041
29563,4,767945.6702,191986.41755
30601,4,1457969.1687,364492.292175
31124,10,2625382.6802,262538.26802
32526,5,1226695.2861,245339.05722
39008,11,3258540.0216,296230.911054545
39478,9,2055809.5118,228423.279088889
43929,9,2194329.8368,243814.426311111
45923,9,2098970.3227,233218.924744444
45959,5,837206.195,167441.239
47404,3,394277.1012,131425.7004
49888,6,1926615.7879,321102.631316667
50819,8,2110506.9018,263813.362725
52474,6,2445692.1892,407615.364866667
55837,8,1091537.6615,136442.2076875
56311,5,1643119.1555,328623.8311
57373,4,834147.6227,208536.905675
59984,4,484671.4301,121167.857525
62203,7,1816422.5197,259488.931385714
62478,5,1312399.3312,262479.86624
64075,6,2400426.4567,400071.076116667
65010,6,1364732.9743,227455.495716667
65854,9,1958963.2083,217662.5787
67790,7,746417.4644,106631.066342857
69221,5,1747662.4771,349532.49542
70347,5,1857155.6804,371431.13608
70399,6,1715203.376,285867.229333333
70627,8,1883745.6968,235468.2121
70911,7,2633742.6057,376248.943671429
71009,6,1550935.7431,258489.290516667
71287,9,2329573.2618,258841.473533333
74115,5,1343448.0579,268689.61158
74998,6,1698418.0079,283069.667983333
76261,4,1850117.2182,462529.30455
76868,6,1716917.348,286152.891333333
77578,3,1280323.705,426774.568333333
84048,3,781272.8616,260424.2872
86728,6,1480355.3526,246725.8921
89106,2,1610671.9348,805335.9674
90131,9,2377720.1745,264191.1305
91688,4,1005263.7104,251315.9276
92344,7,2935047.7612,419292.537314286
97588,7,702195.5067,100313.643814286
97674,7,1166009.1744,166572.7392
98332,5,1844208.3498,368841.66996
11160,7,1841323.2191,263046.174157143
14380,3,1123977.3218,374659.107266667
14827,9,2757517.3305,306390.8145
16338,5,651784.2018,130356.84036
17478,5,784209.95,156841.99
20126,5,1082649.0627,216529.81254
20385,4,522522.9012,130630.7253
24395,5,1306835.3774,261367.07548
25932,6,645047.1187,107507.853116667
32052,8,2629316.5598,328664.569975
32491,4,233213.1272,58303.2818
35483,8,1337514.5125,167189.3140625
35761,5,1176792.8731,235358.57462
37992,6,2867938.11,477989.685
40247,6,1274646.6694,212441.111566667
44857,7,813523.087,116217.583857143
48321,6,2160512.444,360085.407333333
49677,3,512616.9704,170872.323466667
50120,7,2563494.7146,366213.530657143
51499,5,1247898.0979,249579.61958
52607,5,1234791.2723,246958.25446
56413,5,609332.3248,121866.46496
57687,8,2208731.7002,276091.462525
59731,6,2563197.0777,427199.51295
64838,4,842021.7274,210505.43185
67941,6,1769280.7889,294880.131483333
69264,7,2643846.763,377692.394714286
74394,3,1010541.2134,336847.071133333
76796,6,1099474.9798,183245.829966667
82032,5,1033174.8428,206634.96856
85016,7,1600185.9073,228597.986757143
86008,8,2794047.5697,349255.9462125
89131,7,1203365.8082,171909.401171429
89763,9,2486233.482,276248.164666667
90421,7,1701729.7751,243104.253585714
97737,9,1784497.1271,198277.458566667
99115,8,1759559.3138,219944.914225
15841,9,2511997.789,279110.865444444
18683,4,339527.4017,84881.850425
20086,3,537326.3747,179108.791566667
21141,8,2698750.9078,337343.863475
29059,5,2446836.7474,489367.34948
33403,12,3208490.2011,267374.183425
37235,6,1639861.9639,273310.327316667
38279,4,1103019.3822,275754.84555
39702,5,1334299.8057,266859.96114
45766,7,1597241.2641,228177.323442857
48989,5,2092512.7972,418502.55944
51336,4,1230808.9438,307702.23595
51422,7,1282034.7547,183147.8221
54633,5,474974.5152,94994.90304
60722,7,1223618.9177,174802.702528571
61050,8,2648452.6476,331056.58095
62043,7,1953035.8646,279005.123514286
65246,5,1313388.8688,262677.77376
66745,4,708318.1732,177079.5433
67887,1,245958.5755,245958.5755
68455,8,2890163.8936,361270.4867
69634,7,532288.9878,76041.2839714286
70906,5,2678564.6253,535712.92506
71519,5,2092175.062,418435.0124
74452,8,1187152.0418,148394.005225
75063,9,2733478.2764,303719.808488889
76871,8,2123124.9318,265390.616475
84486,6,1791051.6243,298508.60405
90170,9,2172144.6045,241349.4005
95694,6,930473.992,155078.998666667
97941,7,1387861.6241,198265.9463
13115,5,1457882.7355,291576.5471
14209,10,3642259.5197,364225.95197
20365,7,2020040.8444,288577.263485714
24036,9,1784226.801,198247.422333333
25983,4,452383.2104,113095.8026
37975,9,1753268.495,194807.610555556
38713,5,593454.9008,118690.98016
39309,6,1911787.3406,318631.223433333
39912,10,2434472.6309,243447.26309
40529,9,1229580.6188,136620.068755556
41562,12,2910704.8784,242558.739866667
49067,3,608784.8026,202928.267533333
51417,6,1003135.1451,167189.19085
55440,4,728904.5795,182226.144875
59052,7,1559086.9849,222726.712128571
61067,9,1991990.1535,221332.239277778
62898,5,660337.0407,132067.40814
63948,6,1914783.2209,319130.536816667
65024,10,2379102.6162,237910.26162
65706,9,3014203.4768,334911.497422222
65874,3,616641.4156,205547.138533333
69707,8,2006633.3559,250829.1694875
71058,6,1237127.9556,206187.9926
74368,4,1835811.949,458952.98725
74846,4,1930116.4368,482529.1092
75217,10,2341455.6269,234145.56269
76266,3,828384.2296,276128.076533333
83667,6,1683330.9968,280555.166133333
86515,10,1350465.5818,135046.55818
92192,6,2035551.8878,339258.647966667
94478,6,1764533.1427,294088.857116667
95815,6,3001137.8852,500189.647533333
96915,10,1750002.2634,175000.22634
97040,7,1383853.5095,197693.3585
98161,7,1699766.3849,242823.769271429
98315,9,994823.8187,110535.979855556
99860,10,2790563.9836,279056.39836
12398,11,3629490.0083,329953.637118182
15187,5,869400.0469,173880.00938
16548,8,1965516.185,245689.523125
16691,8,1460227.925,182528.490625
17185,7,1582547.6401,226078.2343
18119,4,1103520.891,275880.22275
19250,5,1324184.2221,264836.84442
21818,5,1327507.5324,265501.50648
23865,5,1098791.0949,219758.21898
24569,7,2494904.1351,356414.876442857
25032,6,1524259.4868,254043.2478
26120,6,1088370.6911,181395.115183333
31206,7,1966582.2719,280940.324557143
31270,4,409987.1076,102496.7769
33023,6,1632633.7742,272105.629033333
34229,7,1796718.3655,256674.052214286
36655,5,982657.6071,196531.52142
37011,12,4117136.7552,343094.7296
37511,5,1222116.9364,244423.38728
37675,7,2405182.1628,343597.451828571
38269,12,3675264.2086,306272.017383333
40987,7,1883847.5545,269121.079214286
47996,6,1173528.5516,195588.091933333
49726,4,841009.1055,210252.276375
50531,9,1679993.9302,186665.992244444
50729,2,813178.119,406589.0595
53415,6,1237440.7192,206240.119866667
53782,8,1617150.1141,202143.7642625
62420,3,371598.3272,123866.109066667
63033,9,1935647.9544,215071.994933333
64523,3,769970.3851,256656.795033333
64762,6,1999391.0857,333231.847616667
67150,7,2120600.3962,302942.913742857
70408,2,348326.9161,174163.45805
70684,11,2437806.7111,221618.791918182
75741,5,754588.3172,150917.66344
76403,5,2219572.1022,443914.42044
78985,4,648532.148,162133.037
81606,4,725781.1492,181445.2873
82844,5,1162556.6593,232511.33186
84106,7,2931251.218,418750.174
87089,5,1072211.9484,214442.38968
88894,7,993122.463,141874.637571429
94452,2,877867.0452,438933.5226
10116,4,315253.3462,78813.33655
11107,8,2018805.1203,252350.6400375
13410,7,2462371.0696,351767.295657143
17313,5,1393338.0524,278667.61048
17702,4,1015229.2447,253807.311175
19365,9,3038221.6469,337580.182988889
19401,4,779949.8376,194987.4594
19633,7,1395071.5962,199295.942314286
19804,9,1673019.7809,185891.086766667
20430,11,2788432.149,253493.831727273
24234,7,1857634.5845,265376.369214286
32268,3,520390.3752,173463.4584
32531,5,1034297.2518,206859.45036
42620,9,2173595.6057,241510.622855556
42710,10,1987839.2569,198783.92569
43698,5,2750823.3186,550164.66372
44409,7,1743355.0235,249050.717642857
48636,4,1406183.62,351545.905
50850,8,2808566.4574,351070.807175
54194,5,1815778.1092,363155.62184
61237,4,503267.5577,125816.889425
65951,4,1120858.1642,280214.54105
68366,6,1015330.6861,169221.781016667
68460,6,2392665.6414,398777.6069
68489,5,681144.5835,136228.9167
69533,11,3157372.4388,287033.858072727
71114,7,1606856.9702,229550.995742857
73888,6,2179298.8092,363216.4682
82277,3,389835.0048,129945.0016
83045,8,2373999.5379,296749.9422375
85173,7,2489824.8559,355689.265128571
